;;Planejamento Financeiro Mensal;;;;;;;;;;;ANO:;2022;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;JAN;FEV;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;;;;;;;;;;;;;
;;Caixa mensal;10,00;0;0;0;0;46,65;131,08;124,47;375,59;907,30;1.376,85;1.782,84;;;;;;;;;;;;;
;;data;01/01/2023;01/02/2023;02/03/2023;02/04/2023;02/05/2023;02/06/2023;03/07/2023;02/08/2023;02/09/2023;02/10/2023;02/11/2023;02/12/2023;;;;;;;;;;;;;
;;RECEITA;JAN;FEV;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;;TOTAL NO ANO;TENDÊNCIA;;;;;;;;;;
RECEITA;Renda;Salário;900,00;900,00;900,00;900,00;900,00;900,00;900,00;900,00;900,00;900,00;900,00;900,00;;10.800,00;;12,60%;% Ganhos em Relação à Receita Total;;;;;;;;
RECEITA;Renda;Salário;1.350,00;1.350,00;1.350,00;1.350,00;1.350,00;1.350,00;1.350,00;1.350,00;1.350,00;1.350,00;1.350,00;1.350,00;;16.200,00;;34,18%;;;;;;;;;
RECEITA;Renda;Ajuda da família;150,00;150,00;150,00;150,00;150,00;150,00;150,00;150,00;150,00;150,00;150,00;150,00;;1.800,00;;11,49%;;;;;;;;;
RECEITA;Renda;Extra;;;;;;;;;;;;;;0,00;;9,16%;;;;;;;;;
RECEITA;Renda;Investimentos;100,00;0,98;;97,00;;;256,77;45,00;;20,00;45,00;45,00;;609,75;;2,14%;;;;;;;;;
RECEITA;Renda;;;;;;;;;;;;;;;0,00;;10,05%;;;;;;;;;
RECEITA;Renda;;;;;;;;;;;;;;;0,00;;2,14%;;;;;;;;;
RECEITA;Renda;;;;;;;;;;;;;;;0,00;;2,14%;;;;;;;;;
RECEITA;Renda;;;;;;;;;;;;;;;0,00;;2,14%;;;;;;;;;
RECEITA;Renda;Outros;;;;;;;;;;;;;;0,00;;20,38%;;;;;;;;;
;;RENDA TOTAIS;R$ 2.500,00;R$ 2.400,98;R$ 2.400,00;R$ 2.497,00;R$ 2.400,00;R$ 2.400,00;R$ 2.656,77;R$ 2.445,00;R$ 2.400,00;R$ 2.420,00;R$ 2.445,00;R$ 2.445,00;;R$ 29.409,75;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;DESPESA PREVISTA;JAN;FEV;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;;TOTAL NO ANO;TENDÊNCIA;;;;;;;;;;
DESPESA PREVISTA;Saúde;Plano de Saúde;420,84;390,17;390,17;456,78;390,17;390,17;404,12;390,17;330,00;332,15;390,17;390,17;;4.675,08;;30,17%;;;;;;;;;
DESPESA PREVISTA;Economias e Investimentos;Aposentadoria;66,60;73,45;71,10;71,10;71,10;97,00;72,00;72,00;72,00;72,00;72,00;72,00;;882,35;;6,78%;;;;;;;;;
DESPESA PREVISTA;Assinaturas e IoT;Telefone Celular;49,99;92,98;85,14;57,98;60,98;62,06;60,98;60,98;57,84;57,84;57,84;57,84;;762,45;;4,99%;;;;;;;;;
DESPESA PREVISTA;Assinaturas e IoT;Internet / Tv / Assinatura / Google;30,79;30,79;33,98;33,98;33,98;33,98;43,88;33,98;33,98;33,98;33,98;33,98;;411,28;;1,67%;;;;;;;;;
DESPESA PREVISTA;Educação;Faculdade;;;;;;;;;;;;;;0,00;;25,77%;;;;;;;;;
DESPESA PREVISTA;Educação;Transporte Faculdade;;;;;;;;;;;;;;0,00;;9,26%;;;;;;;;;
DESPESA PREVISTA;Saúde;Consultas Médicas;150,00;;300,00;150,00;;;150,00;150,00;bia;;150,00;150,00;;1.200,00;;9,26%;;;;;;;;;
DESPESA PREVISTA;Alimentação;Lanches e fast food;;;;;;;;;;;;;;0,00;;8,57%;;;;;;;;;
DESPESA PREVISTA;Alimentação;Refeições fora de casa;244,44;268,23;301,69;231,54;359,81;212,20;421,08;150,00;244,44;268,23;212,20;150,00;;3.063,86;;2,89%;;;;;;;;;
DESPESA PREVISTA;Transporte;Transporte Público;104,40;25,40;60,00;69,40;87,70;142,40;64,70;64,70;87,70;142,40;64,70;64,70;;978,20;;9,91%;;;;;;;;;
DESPESA PREVISTA;Transporte;Transporte Aplicativo;190,67;156,65;200,59;155,45;161,39;119,86;99,59;121,26;161,39;119,86;99,59;121,26;;1.707,56;;9,26%;;;;;;;;;
DESPESA PREVISTA;Moradia;Aluguel e Condomínio;330,00;330,00;330,00;330,00;330,00;330,00;330,00;330,00;330,00;330,00;330,00;330,00;;3.960,00;;0,00%;;;;;;;;;
DESPESA PREVISTA;Alimentação;Compras de supermercado;28,29;49,87;58,40;123,37;59,76;79,90;;;79,90;28,29;49,87;;;557,65;;;;;;;;;;;
DESPESA PREVISTA;Moradia;Água, Energia e Gás;185,00;185,00;185,00;185,00;185,00;185,00;185,00;185,00;185,00;185,00;185,00;185,00;;2.220,00;;0,00%;;;;;;;;;
;;DESPESAS TOTAIS;R$ 1.801,02;R$ 1.602,54;R$ 2.016,07;R$ 1.864,60;R$ 1.739,89;R$ 1.652,57;R$ 1.831,35;R$ 1.558,09;R$ 1.582,25;R$ 1.569,75;R$ 1.645,35;R$ 1.554,95;;R$ 20.418,43;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;DESPESA EXTRA;JAN;FEV;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;;TOTAL NO ANO;;;;;;;;;;;
DESPESA EXTRA;;;;;;;;;;;;;;;;0,00;;0,00%;;;;;;;;;
DESPESA EXTRA;;;;;;;;;;;;;;;;0,00;;0,00%;;;;;;;;;
DESPESA EXTRA;Moradia;Reparos e manutenção;;;;;;;;;;;;;;0,00;;0,00%;;;;;;;;;
DESPESA EXTRA;;;;;;;;;;;;;;;;0,00;;0,03%;;;;;;;;;
DESPESA EXTRA;;;;;;;;;;;;;;;;0,00;;0,00%;;;;;;;;;
DESPESA EXTRA;;;;;;;;;;;;;;;;0,00;;0,00%;;;;;;;;;
DESPESA EXTRA;;;;;;;;;;;;;;;;0,00;;0,00%;;;;;;;;;
DESPESA EXTRA;Saúde;Medicamentos / Farmácia;261,20;45,55;70,55;35,90;216,89;20,25;59,15;;70,55;35,90;;45,55;;861,49;;0,00%;;;;;;;;;
DESPESA EXTRA;;;;;;;;;;;;;;;;0,00;;0,00%;;;;;;;;;
DESPESA EXTRA;Alimentação;Restaurante /Almoço / Jantar;;;;;;;;;;;;;;0,00;;6,53%;;;;;;;;;
DESPESA EXTRA;;;;;;;;;;;;;;;;0,00;;0,66%;;;;;;;;;
DESPESA EXTRA;Saúde;Exames;;;;161,00;;;;;;;;;;161,00;;1,49%;;;;;;;;;
DESPESA EXTRA;Saúde;Academia / Pilates;;;;;;;;;;;;;;0,00;;0,00%;;;;;;;;;
DESPESA EXTRA;;;;;;;;;;;;;;;;0,00;;2,24%;;;;;;;;;
DESPESA EXTRA;Despesas Pessoais;Cabeleireiro / Salão / Estética;345,00;;;;;40,00;345,00;maria;;;;345,00;;1.075,00;;0,37%;;;;;;;;;
DESPESA EXTRA;Despesas Pessoais;Vestuário/ Cosmético/ Calçado;81,60;156,20;114,55;115,35;18,49;163,12;152,12;139,12;18,49;;;;;959,04;;4,50%;;;;;;;;;
DESPESA EXTRA;Lazer e Entretenimento;Viagens / Passagens / Hotél;;;;;;;;;;;;;;0,00;;4,24%;;;;;;;;;
DESPESA EXTRA;Lazer e Entretenimento;Saída / Lazer / Cinema;138,40;409,90;244,12;62,80;95,00;94,07;;201,01;;62,80;95,00;94,07;;1.497,17;;0,99%;;;;;;;;;
DESPESA EXTRA;Compras;Mobília e coisas de casa;;;;;;jardim;;;;;;;;0,00;;1,68%;;;;;;;;;
DESPESA EXTRA;Compras;Papelaria / Escritório;;16,06;;81,70;;8,66;26,26;8,66;;;8,66;26,26;;176,26;;2,04%;;;;;;;;;
DESPESA EXTRA;Compras;Presentes;;;;;30,00;139,90;52,50;90,00;;;;;;312,40;;26,20%;;;;;;;;;
DESPESA EXTRA;;;;;;;;;;;;;;;;0,00;;2,65%;;;;;;;;;
DESPESA EXTRA;Educação;Cursos e treinamentos;197,00;197,00;197,00;197,00;197,00;197,00;197,00;197,00;197,00;197,00;197,00;197,00;;2.364,00;;8,34%;;;;;;;;;
DESPESA EXTRA;;;;;;;;;;;;;;;;0,00;;29,91%;;;;;;;;;
DESPESA EXTRA;;;;;;;;;;;;;;;;0,00;;0,00%;;;;;;;;;
DESPESA EXTRA;Compras;Costura / Artesanato;;;;;56,08;;;;;85,00;93,00;;;234,08;;1,18%;;;;;;;;;
DESPESA EXTRA;;;;;;;;;;;;;;;;0,00;;6,95%;;;;;;;;;
;;DESPESAS EXTRA TOTAIS;R$ 1.023,20;R$ 824,71;R$ 626,22;R$ 653,75;R$ 613,46;R$ 663,00;R$ 832,03;R$ 635,79;R$ 286,04;R$ 380,70;R$ 393,66;R$ 707,88;;R$ 7.640,44;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;SITUAÇÃO NO MÊS;;;;;;;;;;;;;;;;;;;;;;;;;
;;Receita;2.500,00;2.400,98;2.400,00;2.497,00;2.400,00;2.400,00;2.656,77;2.445,00;2.400,00;2.420,00;2.445,00;2.445,00;;;;;;;;;;;;;
;;Despesas;2.824,22;2.427,25;2.642,29;2.518,35;2.353,35;2.315,57;2.663,38;2.193,88;1.868,29;1.950,45;2.039,01;2.262,83;;;;;;;;;;;;;
;;Quanto sobrou?;-324,22;-26,27;-242,29;-21,35;46,65;84,43;-6,61;251,12;531,71;469,55;405,99;182,17;;;;;;;;;;;;;
;;Saldo Mês + sobra Mês;-314,22;-26,27;-242,29;-21,35;46,65;131,08;124,47;375,59;907,30;1.376,85;1.782,84;1.965,01;;;;;;;;;;;;;
;;Valor Aplicado;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;
;;Valor Aplicado;;;;;;;;;;;;;;;;;;;;;;;;;
;;Retorno de valor emprestado;;;;;;;;;;;;;;;;;;;;;;;;;
;;Cash emprestado saída;;;;;;;;;;;;;;;;;;;;;;;;;
;;Valor Retirado da Poupança;;;;;;;;;;;;;;;;;;;;;;;;;
;;Situação Final;-314,22;-26,27;-242,29;-21,35;46,65;131,08;124,47;375,59;907,30;1.376,85;1.782,84;1.965,01;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Gestão dos Investimentos;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Total aplicado investimento;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Empréstimo;;;;;;;;;;;;;;;;;;;;;;;;;
;;(+) Acompanhamento Pgtos recebidos;;;;;;;;;;;;;;;;;;;;;;;;;
;;(-) Emprestei;;;;;;;;;;;;;;;;;;;;;;;;;
;;Quanto em Aberto?;0,01;0,01;0,01;0,00;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
